141	1423	1271	1605	1055	903	17	504	1812	853	758	111	806	1255	746	1655	710	97	59	2080	1143	1983	503	1136	330	238	1423	1041	139	2027	679	2034	1072	659	937	313	2058	311	782	985	308	1529	520
1143	141	1667	497	1749	1393	1542	1517	1546	760	1188	1254	841	934	2026	1190	1468	172	1850	545	714	1459	143	1507	1455	1802	1688	166	1432	903	1399	965	0	574	825	499	976	447	324	1013	70	884	1921
1902	1937	1822	885	1811	1867	53	1089	0	1573	1796	1837	1419	1033	1241	920	87	1231	1516	271	1009	1181	859	1053	1959	140	1281	671	780	948	1011	312	752	1974	556	735	2012	1806	14	713	880	856	1774
1109	66	1256	957	493	1506	130	962	1230	2042	1779	1778	1246	840	445	726	1698	83	2011	1856	629	1404	362	344	1527	1103	1003	1872	1761	0	1247	577	899	2051	1195	1301	1692	1520	1555	1578	1182	823	9
1104	990	774	980	734	371	993	2011	1279	1771	346	1828	765	214	1167	1081	218	1826	1257	1877	1888	1722	2079	2014	618	889	61	326	278	822	1479	159	1392	790	657	0	1423	1577	761	1267	1110	1155	1457
736	1718	1661	116	90	713	-2	2015	2054	1112	1438	720	823	601	1361	1098	1771	1051	1022	1768	-2	1491	0	523	1546	1458	208	1348	49	66	1820	779	2074	1651	-2	770	443	1721	1861	1820	683	697	837
2004	1766	799	1660	1583	1330	1260	1602	148	700	1488	1968	580	1967	1130	1239	1847	0	43	1136	1401	1983	513	1071	279	1792	405	1495	1954	838	993	1446	1796	610	321	1971	484	875	207	1729	1668	18	153
0	1437	1770	1317	2018	672	39	418	614	1901	1280	1260	754	1134	1022	1782	997	1285	3	833	1726	1945	1748	854	158	385	684	2058	1023	1083	1904	1684	918	891	702	1244	862	1175	1431	1824	1313	1758	899
1016	16	1505	831	98	493	1778	1682	126	12	1501	347	1669	1109	1605	1562	1970	1641	29	1266	634	0	708	1340	1541	1745	1664	1901	852	274	365	1447	288	1665	2040	146	741	1849	379	1370	1558	1931	229
1503	1159	587	648	921	1407	846	200	1890	604	625	0	712	543	88	537	783	898	132	203	1035	1466	1060	733	1335	1934	920	1882	1717	1601	20	874	1804	1604	194	1304	439	546	1782	847	1141	1149	865
1849	345	846	864	177	1115	581	265	1981	1369	493	1694	923	1873	316	1272	949	89	1680	1903	47	0	441	1191	388	1151	1646	1019	1582	1291	1470	741	1863	1498	1273	78	1461	873	334	991	1799	1189	561
98	1116	815	1553	1982	730	588	482	1632	1365	1969	392	258	460	699	802	526	783	1274	1860	1559	1722	101	0	1891	589	1122	2082	1851	309	482	566	1709	1028	1974	781	7	473	390	1227	770	603	1561
1100	1789	144	1201	1975	1399	1371	777	886	613	325	991	182	1275	464	1650	551	21	710	289	202	868	1058	717	1688	2005	1881	647	926	363	395	1634	1572	1046	811	442	1930	1092	1292	1987	1406	1816	1357
518	728	1520	239	1487	323	977	596	299	538	369	958	271	1941	1624	2039	1093	1645	1411	1043	2050	975	1202	529	1314	1156	1486	1912	1947	1523	1517	1979	589	1962	214	1333	1290	228	394	1504	964	1114	923
1329	1880	865	518	873	620	856	1170	1222	127	455	218	1452	526	1738	1497	2014	2061	672	302	1666	1896	1148	952	490	1690	1338	1179	359	1610	1833	617	72	1786	237	361	75	1878	1560	1472	310	1118	1370
1067	417	343	1297	924	1319	28	229	1030	421	479	182	1216	261	0	1933	1361	1276	593	682	1629	14	1897	1992	1889	1585	1183	42	38	1133	1853	930	1419	1129	58	843	1177	901	1471	1648	422	1165	1231
756	1995	95	1910	967	439	1821	576	171	1809	63	1854	1180	2060	1424	1536	350	149	1311	284	1453	450	176	1331	119	213	1072	1761	819	224	253	1061	456	946	50	293	202	945	2063	611	821	776	263
905	115	1854	1842	1385	1641	1497	855	1047	685	1889	1840	1946	1233	2018	1836	1315	272	2035	691	687	711	164	1435	411	1207	1114	1879	1044	77	1297	616	1678	60	1293	344	1759	978	558	245	519	613	1825
1156	1837	621	759	1708	406	1019	1907	1830	-1	609	435	1146	1563	830	65	1988	480	1425	1535	1200	1926	826	1861	885	345	314	969	1087	1514	578	-1	1513	2048	607	0	1862	1518	1591	22	570	1383	3
1562	1181	771	173	550	1509	1098	1437	1490	1777	1218	690	193	865	749	1753	1741	723	1607	669	1307	810	1394	170	2059	1346	1724	1781	1322	867	2	463	1566	2084	1609	1741	1742	321	1149	995	1577	454	701
1324	1249	232	387	2027	325	1064	310	801	49	1472	211	1750	400	1282	220	1190	158	1075	728	756	252	1284	1736	181	1220	1443	1343	1667	1752	106	1687	1355	1689	930	365	1614	1661	1842	2070	738	1900	916
409	1941	872	1906	13	1852	1264	1157	1926	246	218	612	1335	736	416	1224	496	0	1026	354	1001	1920	61	1466	1211	219	460	841	2040	832	298	921	1701	920	292	675	0	1618	626	606	1729	956	1473
628	1015	142	1321	1157	1870	1511	714	721	508	844	2038	1180	585	907	660	738	1334	1909	1212	1918	827	567	1287	1504	143	1122	2029	969	440	1243	1881	1610	553	107	1502	155	1730	651	1332	726	790	134
548	1250	999	1301	380	1415	1810	1076	886	869	1123	1031	702	1872	788	24	44	895	186	250	822	1590	1946	1408	1605	746	1728	1359	2049	1258	998	905	1243	1609	940	1989	325	305	1347	1575	221	1197	146
1174	37	1273	219	199	1785	688	2067	1426	491	1133	191	1709	677	1626	266	764	1337	1496	1324	1548	1214	1575	130	1129	1671	1868	470	1349	0	673	1410	253	178	636	45	675	2086	436	423	1403	1598	1050
282	1732	1682	1997	1380	121	1320	788	1062	911	1015	1874	1838	1589	874	1535	837	1501	1987	1059	1543	665	1578	1672	802	848	1023	528	374	1140	869	747	1076	867	1078	170	1910	1304	1209	1917	429	1197	1412
1630	790	0	804	1499	161	1439	1951	614	1886	351	226	139	1154	409	1734	1800	1557	481	1775	1160	1938	407	327	0	1136	593	0	2073	203	1260	1783	1145	486	745	1018	535	1658	945	401	969	137	583
1614	1744	620	900	118	737	489	1670	29	840	475	745	544	151	672	1947	1006	557	311	727	435	0	2046	695	633	1042	1918	1068	1594	1383	576	662	175	1004	200	508	1922	771	491	847	978	1010	766
1123	1970	982	720	509	190	763	2029	678	1055	1835	1829	1094	1600	1474	275	1221	627	1864	1511	616	1305	294	1649	165	461	479	1102	367	896	1063	1252	2060	425	832	1001	1234	1834	1985	300	1755	573	826
153	589	291	911	247	1624	876	639	650	1382	1754	2012	1073	363	744	596	340	1036	1815	1652	1273	827	1818	410	353	842	1679	2074	697	983	332	824	1153	1092	154	1014	245	2090	1635	373	619	1524	870
1973	490	487	1963	1365	949	180	1093	340	712	1687	963	128	1159	1565	1539	745	1474	1210	890	1443	1890	951	174	809	364	990	1105	779	456	1789	1823	682	26	1544	163	1795	1392	2010	1691	2033	86	1706
1918	1932	299	513	1955	686	1041	140	816	1907	33	857	466	541	600	689	1431	68	1451	597	1164	615	365	444	961	417	1816	1562	1887	1485	572	1151	268	1032	262	813	277	146	1194	705	925	1398	2003
1909	436	1960	1096	1228	669	570	766	1616	1413	1470	1214	1509	1349	931	636	1895	762	184	1477	1814	224	1994	866	577	185	1191	1647	356	1154	1927	1210	212	396	1330	135	6	588	1957	1471	427	333	415
1852	1016	1445	441	1919	1119	1913	1352	119	297	1186	530	1986	474	1773	858	1067	863	322	328	1200	1911	230	1606	680	1193	1764	814	718	70	774	1382	74	642	213	436	980	1152	1943	1779	974	1583	136
603	1119	1556	1402	1648	223	1064	1637	9	1967	1798	1237	1166	195	1656	1787	909	1976	1186	434	1444	1565	1792	1697	919	1460	485	1504	1438	831	1379	1682	1756	1783	979	817	1529	2068	1825	1378	729	984	1579
960	1645	240	674	1169	1991	1715	1550	1242	1748	1351	840	1591	66	1652	1254	609	1935	939	1035	386	1091	594	1848	241	1166	1642	1417	900	1950	1385	1843	1547	260	878	529	1129	1827	633	1234	1541	671	536
7	1834	332	1396	1859	582	624	1004	1736	524	524	538	0	2019	403	413	1847	1892	1676	162	335	1039	999	1761	2030	987	1280	215	286	1758	376	1483	1575	1662	1536	1641	40	111	1767	528	0	1364	1541
296	193	830	1115	1615	2054	2019	1711	646	240	1634	283	1534	563	18	677	2071	303	1627	297	157	1099	397	1650	217	59	1207	4	2023	1859	1814	1205	1168	1432	1690	1366	1566	15	462	1513	291	608	835
1665	656	1774	1441	1831	1699	87	926	1845	1437	162	278	1389	2078	1252	574	261	486	333	1329	1643	1268	1355	1865	984	1584	570	525	1769	483	1982	1091	2031	1807	706	539	1286	1342	2085	343	1015	360	366
1628	372	361	630	658	552	1238	744	1545	760	371	1548	586	47	2023	1498	318	1170	2024	469	206	2022	61	1680	1290	1346	1017	698	478	542	553	1405	1486	243	1151	1741	933	1073	896	1643	1052	378	498
2039	739	1033	954	1870	1776	883	835	0	841	98	1318	1676	402	844	854	760	994	378	1253	654	709	478	987	1503	0	2013	103	1489	1442	917	1175	1340	464	2	280	1530	524	1720	1596	860	204	894
803	742	176	2087	1291	977	1142	982	1079	1744	432	58	929	462	1873	359	1841	168	116	137	1548	45	1408	481	1222	1936	1113	2026	1263	1368	1773	2068	1422	637	136	1573	1897	695	13	356	377	605	2000
892	1245	709	1339	950	1287	1834	1141	112	989	225	643	290	64	26	2	1414	817	580	787	1251	893	461	121	235	108	208	408	1959	872	44	1876	919	505	1311	709	681	915	1001	1539	1162	399	195
769	647	605	1660	1552	565	1481	83	1476	2080	512	917	629	910	1052	1713	848	668	1402	1772	1654	430	2036	1940	1435	1694	659	307	972	298	1094	1625	1637	2017	1152	756	1750	972	1480	1402	1037	1963	92
907	1804	964	858	1293	1266	1392	2086	816	789	0	1522	1919	764	1836	1556	1535	698	1596	173	336	1372	167	1229	263	834	1898	1010	5	1440	1032	2038	1650	1525	161	1176	249	551	1951	353	160	1012	1823
2030	752	1433	367	1914	145	288	126	646	1598	1980	1256	1906	319	933	1294	603	2016	254	1094	764	1104	1757	776	346	377	335	446	448	444	591	595	2001	1219	1635	693	1494	1950	797	696	1208	1540	1140
957	457	272	1112	868	382	703	201	1047	1934	1654	1117	349	1086	1692	1282	1141	209	1738	546	1815	868	15	236	1175	193	1128	1764	123	971	1091	1755	684	1043	437	652	1473	532	995	686	1271	1326	134
231	521	2068	1086	1905	1173	573	85	1251	1848	11	1137	723	838	1216	1057	1225	1452	1046	962	543	1664	688	940	1097	250	583	910	1373	315	1326	708	1024	1563	549	1899	464	1965	1285	465	1874	997	863
786	1305	1158	383	1793	779	878	1374	266	1026	139	0	624	1631	57	1953	1813	328	534	943	293	1602	32	758	1945	1082	1077	1270	1413	1883	716	514	1925	83	364	1295	1971	1002	0	181	1963	1509	742
1461	1732	183	1397	1710	1496	460	317	255	1159	358	825	434	579	1463	1893	236	564	2039	877	326	661	449	1560	525	1793	1325	344	418	1067	1152	555	1430	1956	1351	2076	1268	943	1018	1748	1723	182	1283
350	1244	996	1701	1595	1657	951	547	1839	62	1339	1840	557	1898	1877	660	2055	782	943	1990	382	1000	625	1417	954	1666	1717	1953	1705	1720	810	1356	1714	108	1914	1325	900	1367	866	2089	1582	368	1375
1429	1265	1649	1023	92	1214	821	960	1683	333	1341	2070	1409	372	1864	1611	633	1956	222	1114	1061	1508	256	1315	661	1826	1899	1298	110	739	1398	812	407	796	383	1096	1689	1038	103	270	125	1657	115
1829	1649	2067	812	592	257	1730	2016	807	88	328	341	282	1384	1441	1675	1321	1523	1893	1101	1224	1431	707	924	455	2037	512	890	318	183	1814	1158	210	1954	1742	965	545	2072	1973	1002	2016	1177	782
177	143	466	808	1027	1303	1201	815	1204	228	1700	1171	1193	1719	594	800	1320	1597	81	935	136	74	550	2041	780	288	1974	539	385	41	1208	1115	861	1835	60	957	1375	1545	1810	373	144	1194	1990
627	225	68	2055	1607	457	769	405	341	1961	1108	331	836	1026	1421	1427	393	951	564	1436	888	1075	676	271	642	1851	1407	1132	1427	452	1478	1663	1455	10	857	1590	1593	170	1178	2066	1826	975	30
194	575	1708	1756	774	1966	-2	471	2085	1063	1515	121	1194	1093	1571	1654	215	2079	2069	1450	-2	1599	39	678	1678	1824	1847	1962	2049	2038	1366	850	784	172	-2	554	1025	239	1603	1693	919	1710	1102
402	561	165	632	1179	400	315	279	476	498	1328	19	1510	1659	1633	1441	1218	1869	398	1295	359	753	452	272	805	1478	2064	2061	1653	805	1267	1646	953	1846	1326	264	427	1732	1465	952	1792	447	1127
1960	1196	1592	1626	558	1378	1433	1934	1301	2020	2009	587	1935	1063	1860	424	1325	154	86	311	722	674	640	1705	1861	584	621	1625	1821	1879	842	1519	69	931	219	1452	1853	246	1395	610	275	1531	1875
468	1528	948	1571	1344	1216	16	1270	0	701	1080	1119	696	1068	265	1292	1706	1765	1915	314	125	565	1059	1166	1878	258	504	27	2063	545	117	103	1998	1213	1623	862	1070	935	690	0	1832	1836	367
1978	301	913	1242	583	1307	223	552	833	1387	853	563	101	1249	2005	750	1201	413	1372	2023	635	1424	1041	1306	348	1606	904	1342	2029	521	1500	46	1053	1331	974	1925	1184	540	1551	423	961	715	362
1574	80	1092	276	88	1353	1298	989	1401	1493	1107	116	1277	1491	1456	281	1693	1944	59	2009	1636	381	1903	2052	630	1839	22	988	624	1583	339	1800	1283	1054	634	226	0	535	332	1223	1060	1778	1048
1815	638	1637	180	2053	149	1203	249	523	306	730	2035	966	54	192	1236	1760	204	129	695	1915	188	762	1911	2088	82	870	1150	778	1747	1333	523	1189	1712	1865	1321	1561	1249	1638	2025	1080	794	89
189	1882	85	1461	1830	1463	1721	1580	815	644	1976	2057	1518	505	1065	1449	447	1333	635	567	674	2024	1390	2021	615	1161	1467	1451	1070	2078	1740	642	390	1413	936	1768	1153	0	1788	2080	40	1712	702
1505	1813	1191	1817	1376	1258	370	1124	0	161	927	1350	41	1985	1111	1287	1703	2062	0	886	1995	2047	1658	252	1479	374	875	750	1160	559	1743	691	1021	1024	1440	320	496	1574	8	1489	1120	494	671
814	1658	1411	2000	2015	1588	168	1628	5	1017	317	1439	821	871	477	370	1111	178	1099	1066	515	1044	1381	1430	502	1267	1775	1795	1262	657	1131	443	1381	1232	1798	1125	65	1952	1886	179	60	351	1912
1812	640	1532	1332	1711	1707	795	708	231	438	1082	1863	989	1101	636	79	410	1138	1585	1169	2051	621	1622	1453	1465	796	1611	818	689	1536	174	1844	394	64	1312	627	1396	1784	1825	617	393	276	550
569	184	1823	1800	1996	1989	1082	1077	2037	1368	132	401	2057	1203	438	1031	598	2003	1515	893	1797	1038	2040	1884	73	509	1942	1794	692	1043	716	1482	1420	1746	256	1139	632	1391	508	787	1261	531	1317
111	891	1416	1813	0	814	963	851	560	369	336	1942	2034	556	2007	1290	737	451	1147	366	417	2022	305	1892	156	828	710	499	330	457	1199	1106	1417	1954	1529	1302	2073	1173	1957	1116	1633	141	387
1569	1455	536	1451	1737	795	902	472	1557	349	241	966	1256	395	912	882	813	421	1894	686	113	62	215	829	1533	1034	260	414	625	11	1733	693	210	1681	1377	287	108	445	1021	1388	1185	1968	0
95	2076	407	1049	455	1391	1524	861	244	693	1777	1997	610	35	357	1049	1999	1480	341	1162	314	531	1875	1705	1908	1691	24	488	1239	1038	916	287	1545	1048	1555	475	1698	1762	1673	0	282	1581	1533
1763	1668	110	1908	186	1897	2011	25	171	1929	1739	1743	813	1019	656	145	1153	1760	562	786	1760	381	114	1601	233	250	297	887	40	1032	266	2050	1135	1547	374	196	1517	1457	335	1648	1955	1901	128
1130	1488	1363	1994	1061	1703	283	1866	1845	1477	1629	804	1030	74	1445	500	800	1039	1964	1816	1278	2051	32	1036	1506	1632	1733	304	1284	1341	598	1586	1887	953	704	1883	361	409	1616	1057	399	1510	1675
1259	1428	1891	1462	805	976	607	690	1838	1220	658	175	0	1368	724	100	347	489	931	1101	197	91	1683	1948	1133	1905	458	1811	4	419	560	84	1476	2007	449	1134	238	1619	34	896	286	784	1109
985	561	1487	754	1138	1588	1469	71	818	875	578	1388	235	402	832	33	1785	1587	47	1699	1389	1644	113	368	1880	1606	1787	861	1250	1624	1403	316	1418	1551	742	983	1696	422	1035	1296	817	510	1982
416	1323	828	1584	1570	1202	87	915	1856	467	348	1199	827	330	1999	147	67	1195	1632	48	1803	302	420	912	1608	643	1990	1449	1495	1278	152	1870	1753	2022	1702	488	1165	233	1045	360	1428	441	500
8	533	631	1475	767	1415	1619	918	321	1629	1512	1500	105	970	1239	351	913	1359	57	1425	1049	1215	1924	1213	451	2077	1211	830	1916	1525	1300	763	320	381	1351	999	254	397	954	955	481	852	1070
685	950	230	626	1902	731	959	1559	1087	2075	586	1485	237	1362	1784	1841	1405	833	1068	970	793	935	1704	404	1759	391	1020	1628	958	1794	1933	167	445	649	1733	1203	985	980	486	1681	873	372	967
1877	657	1073	1725	947	1639	666	1008	2064	117	1482	903	1564	242	1450	1316	454	1427	132	384	1454	1667	650	1676	313	1693	730	433	56	743	747	1027	791	1887	242	1148	502	713	1483	1620	1305	117	881
362	1449	801	187	1892	125	1343	1223	1310	628	295	558	48	263	342	1168	725	2043	1302	2055	96	331	1855	1998	1869	487	245	1118	131	30	1312	1445	1430	1651	1230	209	1323	1612	930	1590	572	1257	1524
1552	1117	1319	1520	1550	1005	1549	1618	259	717	171	1715	0	2001	238	967	952	1857	389	644	731	1219	1428	945	432	1600	885	1198	1017	1791	1917	859	1508	248	43	144	1924	856	1306	800	1622	1708	1369
1253	248	1275	1016	791	202	938	81	1530	131	719	1852	156	1757	2066	1255	1228	1704	1955	2048	299	2036	1588	1051	1381	252	349	879	927	549	795	706	1318	1308	2056	1385	1895	1345	831	1478	838	1640	1265
649	168	175	1285	1435	1940	2045	2059	2017	1563	1543	668	772	668	510	770	75	140	1627	504	1107	936	0	1105	229	1347	1671	1263	538	1213	179	1163	391	1526	62	1107	1028	908	1492	887	1145	654	1931
1306	1204	1090	1779	157	757	352	623	1181	829	191	555	1138	492	1686	1531	1497	420	1751	928	1232	1238	803	1127	659	1992	1532	881	1029	76	889	6	1799	1323	711	1857	667	28	1567	1750	44	549	1467
1991	1713	1009	1289	1499	1348	1304	1726	253	19	1148	990	67	1150	91	683	2064	1085	20	375	1832	495	1014	384	1790	507	1282	1920	1856	415	2036	214	726	1727	748	611	521	514	1079	611	1613	2088	1192
1394	124	697	1964	634	46	1163	1635	1776	908	1303	1971	1404	1670	1202	1579	540	428	183	148	1308	502	1763	1756	16	733	1582	388	792	65	1754	1742	1085	1528	1713	0	1025	411	155	723	808	456	1407
1876	104	1044	1412	1961	1883	857	476	2002	476	329	1787	747	844	802	811	1922	1943	1265	1876	1438	2006	1595	289	849	1241	130	1808	1616	35	839	1245	284	1549	419	0	1284	1540	2049	1714	1336	342	488
384	212	1617	1007	1492	437	406	1299	1088	100	267	319	327	789	1247	846	655	1320	754	205	762	25	2000	965	1946	590	340	924	1775	475	2077	152	2032	0	1269	1835	1865	612	1862	1253	1808	393	1388
907	97	1528	806	0	1335	874	1106	106	470	1558	696	705	509	85	1235	1494	149	1293	0	1900	1700	501	1928	1493	1230	477	1104	2033	90	517	3	1226	1538	510	197	1670	2025	1353	1822	996	1707	255
1695	1744	1543	1621	1851	1442	52	1589	925	763	1410	1339	100	908	338	468	1338	1121	1621	36	497	681	677	767	1506	192	1929	1938	851	758	1322	1786	1657	2085	902	767	1728	685	1840	825	1652	1206	807
232	1855	395	1057	526	992	2034	1140	816	403	99	1446	573	1747	326	1421	1906	1894	748	2018	1005	1317	1183	942	2026	1286	1743	650	819	2081	0	35	73	688	346	822	855	234	1345	562	337	1734	1105
939	571	909	1406	1279	1828	2031	888	609	602	585	206	1240	1113	1972	862	1819	1059	522	1790	401	1762	1442	501	1855	956	1659	453	946	1572	608	2010	0	1737	938	281	1952	1843	1006	2061	151	955	739
801	273	1448	350	2059	123	24	1735	270	798	1677	1830	1275	518	477	303	850	280	1684	227	32	706	1996	1380	1349	1966	661	468	533	601	1206	433	1795	1689	1716	1740	1970	599	1878	453	1560	2082	2090
389	1594	166	1921	348	17	248	942	1209	-1	718	639	1599	371	906	1457	1146	574	178	834	243	1516	302	56	1439	428	1994	99	1947	581	2070	-1	2042	246	1211	1987	1507	755	2046	1811	1236	1769	1344
1360	1212	1686	540	1360	204	858	847	2069	17	1916	133	1215	1128	1803	469	2053	1154	1386	208	334	189	1788	1054	772	380	849	1923	548	397	42	535	480	1638	382	881	1806	1081	1893	1236	687	1462	899
2002	396	932	1807	1297	1499	2086	1909	883	2041	216	1389	1079	1376	643	1534	1802	1480	1580	227	0	599	1348	834	660	1218	673	2073	725	1668	1089	653	1315	604	308	414	1916	1718	517	569	1526	773	1630
751	727	267	80	1853	1254	1258	1889	1299	1730	880	399	947	1755	1319	109	73	941	1095	1296	1382	619	1360	1058	1416	669	1330	820	645	1291	1482	0	1054	1347	768	2076	217	1401	421	892	376	1929	761
1735	391	190	448	1601	975	864	1764	151	2062	1027	1597	201	390	1944	2074	568	79	537	2006	575	1489	200	734	376	597	118	1475	1289	1739	323	972	21	1568	224	876	849	542	1867	307	537	701	1416
777	1053	1858	1394	1227	768	766	51	641	285	1857	1737	1538	506	1458	1077	389	1567	962	459	164	212	812	2069	1426	1928	1384	1592	679	1978	836	424	1707	1197	1669	1568	150	914	115	867	281	426	1702
740	571	379	1995	0	655	0	1366	1734	2035	1318	14	1683	1885	93	1370	641	1134	721	280	1272	494	1875	107	740	1530	427	1695	0	55	216	2045	788	898	99	1207	1350	1080	478	23	1937	1342	691
1264	707	622	1690	1187	1731	548	104	889	1231	1611	12	69	604	1612	472	1913	1576	864	1661	1510	1271	512	1237	429	1686	1863	781	80	743	1727	1846	142	1824	622	181	231	1014	1189	877	1662	1914	727
1589	1573	1167	160	1623	1294	527	1316	286	1868	147	599	2052	1337	995	1675	1647	1463	1425	792	1178	937	882	2072	1493	1900	1084	1580	1969	337	300	1534	721	439	1225	322	1738	301	400	811	1352	1980	1711
1409	1948	459	102	1125	1842	653	1391	275	1564	653	386	1418	487	469	1232	53	2078	1556	86	744	2041	392	880	1780	728	1076	483	598	1374	1200	794	732	1137	345	525	855	2089	845	329	188	1146	755
425	772	925	308	623	2090	913	719	1794	1539	1521	1396	824	1805	1719	651	1653	497	1930	778	1904	1542	15	1089	1569	1940	1981	1185	1167	1984	9	1078	944	1552	93	904	738	1242	1720	1695	1144	891	602
1950	1193	1484	553	1531	1309	1007	405	0	533	189	1841	1436	77	1066	404	1031	892	54	829	244	0	1696	630	1246	551	791	2002	1672	2067	1221	1651	192	1799	1340	1055	1157	1983	434	519	511	1379	425
1859	1673	8	267	564	227	798	1172	358	608	1097	1288	1121	1415	912	724	577	77	1975	1944	404	612	220	1958	1698	1224	268	1691	515	2083	1131	1289	197	511	1283	506	1767	377	934	0	1178	109	1896
1885	198	82	785	13	1374	-2	260	385	1264	1037	516	2007	1084	1395	357	670	640	1399	462	-2	1600	1677	897	781	716	198	635	789	1168	1362	645	90	1005	-2	1854	1910	656	1527	0	938	1227	225
2021	715	848	324	112	1514	1161	929	1502	1029	156	547	1357	1492	195	1462	184	692	1357	705	1724	1627	1839	1537	698	1090	1241	110	568	1434	1124	1295	1000	992	755	1522	1421	648	1570	1891	1912	1593	334
871	1484	681	1009	1674	270	222	2015	1602	228	1065	1570	955	1773	530	2006	1424	0	1233	623	1989	1174	662	860	1574	1365	1592	122	1490	757	264	492	93	1124	48	1420	1749	1459	26	1597	1926	1615	269
1248	1639	1567	1553	18	1619	355	81	1007	1527	1565	565	2060	1780	1674	176	1011	1558	1609	895	1871	496	1172	278	676	579	2037	1625	845	1013	1871	1356	860	134	133	1858	1812	1112	31	1132	1728	1008	1356
1266	1477	1466	1313	126	592	1623	1671	1757	771	1495	0	1615	958	292	1252	1373	1103	1848	1681	1308	1753	1177	732	1498	1074	1591	1147	1205	1972	105	1932	1785	67	1984	2028	993	976	1279	1694	911	412	23
1979	1204	1672	983	336	327	1935	516	1156	775	582	433	1943	277	981	1454	588	1045	1996	1331	1999	798	515	1386	177	1444	1789	729	0	520	1162	438	1638	185	216	699	241	309	1533	307	1062	1801	1791
